	data	usuario	conteudo	retweets	favoritos	local	seguidores	amigos
984496519788285952	2018-04-12 18:20:36	nadja clea	"RT @EuQueroPTExtint: Inquérito contra Lindbergh Farias depende de informações do Bradesco e Santander sobre saques na boca do caixa:

O sen…"	6	0		9787	3387
984495764234698752	2018-04-12 18:17:35	thanan	Eu travei a máquina do Bradesco	0	1		192	90
984495728411205634	2018-04-12 18:17:27	Bradesco	@thaispancioni Oii. O que aconteceu?	0	0		157207	4633
984495199996047361	2018-04-12 18:15:21	Maitê	Como o bradesco é enrolado puta que pariu	0	1		877	377
984493933995741185	2018-04-12 18:10:19	estêvão	@Natan_CRVG bradesco tá chamando gente desde o ano passado, entrevista a rodo	0	0		1240	417
984493372340654080	2018-04-12 18:08:05	Rosa	"RT @EuQueroPTExtint: Inquérito contra Lindbergh Farias depende de informações do Bradesco e Santander sobre saques na boca do caixa:

O sen…"	6	0		1194	1758
984493355521531909	2018-04-12 18:08:01	?mi_aldigueri?	RT @muylaerte: Inquérito contra Lindbergh Farias depende de informações do Bradesco e Santander sobre saques na boca do caixa https://t.co/…	250	0		152	491
984493328283635713	2018-04-12 18:07:55	Bradesco	@William_doougla Olá! Qual é a bandeira do seu cartão? Você conseguiu atendimento?	0	0		157207	4633
984493226412429312	2018-04-12 18:07:30	big rodrigo	Bradesco ta me fudendo.	0	0		835	840
984493077174915073	2018-04-12 18:06:55	Carol	@Bradesco vcs me destruiram foi isso q aconteceu	0	0		1567	322
984493035529662464	2018-04-12 18:06:45	Jefferson Féo	@Bradesco consegui sim, porém aguardei por 2h na fila, e moverei uma ação judicial em desfavor a vcs! Perdi outro c… https://t.co/njF4httcr0	0	0		27	182
984492902775652356	2018-04-12 18:06:13	Hildebrando Rosa Jr	"@PedroCerize Bradesco?
Só falta delatar Caixa e BB ?"	0	1		203	559
984492842084007937	2018-04-12 18:05:59	Eu Quero O PT Extinto	"Inquérito contra Lindbergh Farias depende de informações do Bradesco e Santander sobre saques na boca do caixa:

O… https://t.co/vxRysRTWlD"	6	7		570	1007
984492673846468609	2018-04-12 18:05:19	Bradesco	@qissopati Oii! O que aconteceu? Posso ajudar?	0	0		157207	4633
984492576194560006	2018-04-12 18:04:55	Bradesco	@joao_paulo_lima Oi! Vc conseguiu atendimento?	0	0		157207	4633
984492485580935168	2018-04-12 18:04:34	CAMPO DE SEMENTES	RT @muylaerte: Inquérito contra Lindbergh Farias depende de informações do Bradesco e Santander sobre saques na boca do caixa https://t.co/…	250	0		1391	1974
984492477871742982	2018-04-12 18:04:32	FERNANDA	@Bradesco Fui super mal atendida! E por sinal encerrei a conta que eu tinha a 15 anos, obrigado por nada ?	0	0		5582	971
984492354353627136	2018-04-12 18:04:02	matheus dantas	"@Mathgullo Po é complicado pra agendar né
Vai trabalhar no Bradesco?"	0	0		882	538
984492288717082624	2018-04-12 18:03:47	Bradesco	@m_artemenko Olá. O que aconteceu? Me informe mais detalhes, por favor. https://t.co/AZr1IzXD1m	0	0		157207	4633
984492035502739456	2018-04-12 18:02:46	Capitão	@e_v_0 @Gardiolo4 @DireitaUrgente @emirsader SERIA PORQUE O BRADESCO E O ITAÚ FORAM BENEFICIADOS PELO PT DURANTE 14… https://t.co/eFPUiItQyq	0	2		3485	3442
984491824088797184	2018-04-12 18:01:56	Bradesco	@mandyzona Oi! Em qual agência esteve? Conseguiu atendimento?	0	0		157207	4633
984491324937252866	2018-04-12 17:59:57	Darly Bolsonaro	RT @muylaerte: Inquérito contra Lindbergh Farias depende de informações do Bradesco e Santander sobre saques na boca do caixa https://t.co/…	250	0		1621	3383
984490834526601216	2018-04-12 17:58:00	Bradesco	@patrickbaia Oi! Posso te ajudar?	0	0		157207	4633
984490452857520128	2018-04-12 17:56:29	Gerson Moro	Inquérito contra Lindbergh Farias depende de informações do Bradesco e Santander sobre saques na boca do caixa https://t.co/HUwoeZwq0H	0	0		1797	2040
984490129841643520	2018-04-12 17:55:12	alex	@Bradesco desde quando o Bradesco ajuda alguém? Esse banco só atrapalha.	0	0		5427	3405
984490064318271491	2018-04-12 17:54:56	Bradesco	@caroldomings Oi! O que aconteceu?	0	0		157207	4633
984489828648710144	2018-04-12 17:54:00	Bradesco	@SegundoWaldemy Que bom que deu certo. Sobre o empréstimo, não realizamos análises e aprovações por aqui. vc precis… https://t.co/8Ux7g6RWc3	0	0		157207	4633
